Id,Geography,Total; Estimate; Total population
1600000US0184096,"York city, Alabama",3055
1600000US0200065,"Adak city, Alaska",130
1600000US0200650,"Akhiok city, Alaska",53
1600000US0200760,"Akiachak CDP, Alaska",609
1600000US0200870,"Akiak city, Alaska",397
1600000US0201090,"Akutan city, Alaska",801
1600000US0201200,"Alakanuk city, Alaska",735
1600000US0201305,"Alatna CDP, Alaska",0
1600000US0201390,"Alcan Border CDP, Alaska",65
1600000US0201420,"Aleknagik city, Alaska",190
1600000US0201560,"Aleneva CDP, Alaska",33
1600000US0201860,"Allakaket city, Alaska",186
1600000US0201970,"Ambler city, Alaska",299
1600000US0202080,"Anaktuvuk Pass city, Alaska",290
1600000US0203000,"Anchorage municipality, Alaska",298225
1600000US0203110,"Anchor Point CDP, Alaska",2057
1600000US0203220,"Anderson city, Alaska",143
1600000US0203440,"Angoon city, Alaska",535
1600000US0203550,"Aniak city, Alaska",517
1600000US0203880,"Anvik city, Alaska",91
1600000US0203990,"Arctic Village CDP, Alaska",167
1600000US0204210,"Atka city, Alaska",51
1600000US0204430,"Atmautluak CDP, Alaska",242
1600000US0204500,"Atqasuk city, Alaska",172
1600000US0204670,"Attu Station CDP, Alaska",16
1600000US0205000,"Badger CDP, Alaska",19039
1600000US0205200,"Barrow city, Alaska",4383
1600000US0205585,"Bear Creek CDP, Alaska",1512
1600000US0205750,"Beaver CDP, Alaska",54
1600000US0206245,"Beluga CDP, Alaska",2
1600000US0206520,"Bethel city, Alaska",6408
1600000US0206630,"Bettles city, Alaska",74
1600000US0206850,"Big Delta CDP, Alaska",588
1600000US0207070,"Big Lake CDP, Alaska",3136
1600000US0207620,"Birch Creek CDP, Alaska",1
1600000US0208740,"Brevig Mission city, Alaska",421
1600000US0209600,"Buckland city, Alaska",627
1600000US0209657,"Buffalo Soapstone CDP, Alaska",852
1600000US0209710,"Butte CDP, Alaska",3871
1600000US0210150,"Cantwell CDP, Alaska",201
1600000US0211690,"Central CDP, Alaska",51
1600000US0211800,"Chalkyitsik CDP, Alaska",119
1600000US0212350,"Chase CDP, Alaska",8
1600000US0212680,"Chefornak city, Alaska",459
1600000US0212920,"Chena Ridge CDP, Alaska",6155
1600000US0212970,"Chenega CDP, Alaska",41
1600000US0213230,"Chevak city, Alaska",1271
1600000US0213340,"Chickaloon CDP, Alaska",245
1600000US0213450,"Chicken CDP, Alaska",12
1600000US0213550,"Chignik city, Alaska",35
1600000US0213670,"Chignik Lagoon CDP, Alaska",63
1600000US0213780,"Chignik Lake CDP, Alaska",57
1600000US0213860,"Chiniak CDP, Alaska",0
1600000US0213890,"Chisana CDP, Alaska",0
1600000US0214000,"Chistochina CDP, Alaska",57
1600000US0214110,"Chitina CDP, Alaska",92
1600000US0214330,"Chuathbaluk city, Alaska",109
1600000US0214880,"Circle CDP, Alaska",108
1600000US0215320,"Clam Gulch CDP, Alaska",176
1600000US0215430,"Clark's Point city, Alaska",53
1600000US0216360,"Coffman Cove city, Alaska",154
1600000US0216420,"Cohoe CDP, Alaska",1288
1600000US0216530,"Cold Bay city, Alaska",56
1600000US0216630,"Coldfoot CDP, Alaska",84
1600000US0216750,"College CDP, Alaska",14362
1600000US0217190,"Cooper Landing CDP, Alaska",568
1600000US0217300,"Copper Center CDP, Alaska",397
1600000US0217410,"Cordova city, Alaska",3175
1600000US0217670,"Covenant Life CDP, Alaska",36
1600000US0217740,"Craig city, Alaska",1285
1600000US0217850,"Crooked Creek CDP, Alaska",90
1600000US0217960,"Crown Point CDP, Alaska",96
1600000US0218510,"Deering city, Alaska",152
1600000US0218620,"Delta Junction city, Alaska",929
1600000US0218675,"Deltana CDP, Alaska",2635
1600000US0218805,"Denali Park CDP, Alaska",834
1600000US0218925,"Diamond Ridge CDP, Alaska",1193
1600000US0218950,"Dillingham city, Alaska",2209
1600000US0219060,"Diomede city, Alaska",76
1600000US0219720,"Dot Lake CDP, Alaska",0
1600000US0219750,"Dot Lake Village CDP, Alaska",52
1600000US0220020,"Dry Creek CDP, Alaska",90
1600000US0220380,"Eagle city, Alaska",74
1600000US0220600,"Eagle Village CDP, Alaska",22
1600000US0220970,"Edna Bay city, Alaska",28
1600000US0221040,"Eek city, Alaska",474
1600000US0221150,"Egegik city, Alaska",69
1600000US0221370,"Eielson AFB CDP, Alaska",3025
1600000US0221810,"Ekwok city, Alaska",88
1600000US0222140,"Elfin Cove CDP, Alaska",25
1600000US0222250,"Elim city, Alaska",296
1600000US0222910,"Emmonak city, Alaska",763
1600000US0223460,"Ester CDP, Alaska",1889
1600000US0223720,"Eureka Roadhouse CDP, Alaska",0
1600000US0223790,"Evansville CDP, Alaska",9
1600000US0223900,"Excursion Inlet CDP, Alaska",46
1600000US0224230,"Fairbanks city, Alaska",31853
1600000US0224660,"False Pass city, Alaska",68
1600000US0224980,"Farmers Loop CDP, Alaska",5092
1600000US0225000,"Farm Loop CDP, Alaska",1113
1600000US0225220,"Ferry CDP, Alaska",13
1600000US0225550,"Fishhook CDP, Alaska",6040
1600000US0225880,"Flat CDP, Alaska",0
1600000US0226100,"Fort Greely CDP, Alaska",207
1600000US0226760,"Fort Yukon city, Alaska",560
1600000US0226835,"Four Mile Road CDP, Alaska",0
1600000US0226870,"Fox CDP, Alaska",311
1600000US0226910,"Fox River CDP, Alaska",540
1600000US0227090,"Fritz Creek CDP, Alaska",2036
1600000US0227145,"Funny River CDP, Alaska",1026
1600000US0227420,"Gakona CDP, Alaska",115
1600000US0227530,"Galena city, Alaska",473
1600000US0227640,"Gambell city, Alaska",693
1600000US0227700,"Game Creek CDP, Alaska",0
1600000US0228200,"Gateway CDP, Alaska",6694
1600000US0228590,"Glacier View CDP, Alaska",228
1600000US0228740,"Glennallen CDP, Alaska",220
1600000US0229130,"Goldstream CDP, Alaska",3987
1600000US0229180,"Golovin city, Alaska",123
1600000US0229290,"Goodnews Bay city, Alaska",210
1600000US0230060,"Grayling city, Alaska",165
1600000US0230500,"Gulkana CDP, Alaska",13
1600000US0230940,"Gustavus city, Alaska",386
1600000US0231050,"Haines CDP, Alaska",1837
1600000US0231270,"Halibut Cove CDP, Alaska",17
1600000US0231710,"Happy Valley CDP, Alaska",624
1600000US0231765,"Harding-Birch Lakes CDP, Alaska",121
1600000US0232150,"Healy CDP, Alaska",1098
1600000US0232310,"Healy Lake CDP, Alaska",4
1600000US0232550,"Hobart Bay CDP, Alaska",0
1600000US0232810,"Hollis CDP, Alaska",142
1600000US0233030,"Holy Cross city, Alaska",202
1600000US0233140,"Homer city, Alaska",5510
1600000US0233360,"Hoonah city, Alaska",828
1600000US0233470,"Hooper Bay city, Alaska",1153
1600000US0233580,"Hope CDP, Alaska",11
1600000US0233800,"Houston city, Alaska",2068
1600000US0233910,"Hughes city, Alaska",77
1600000US0234350,"Huslia city, Alaska",397
1600000US0234460,"Hydaburg city, Alaska",306
1600000US0234570,"Hyder CDP, Alaska",0
1600000US0234790,"Igiugig CDP, Alaska",46
1600000US0235120,"Iliamna CDP, Alaska",65
1600000US0235890,"Ivanof Bay CDP, Alaska",0
1600000US0236400,"Juneau city and borough, Alaska",32434
1600000US0236540,"Kachemak city, Alaska",504
1600000US0236770,"Kake city, Alaska",614
1600000US0236990,"Kaktovik city, Alaska",181
1600000US0237250,"Kalifornsky CDP, Alaska",8588
1600000US0237430,"Kaltag city, Alaska",165
1600000US0237540,"Karluk CDP, Alaska",40
1600000US0237650,"Kasaan city, Alaska",89
1600000US0237975,"Kasigluk CDP, Alaska",655
1600000US0238090,"Kasilof CDP, Alaska",483
1600000US0238420,"Kenai city, Alaska",7634
1600000US0238910,"Kenny Lake CDP, Alaska",0
1600000US0238970,"Ketchikan city, Alaska",8195
1600000US0239300,"Kiana city, Alaska",284
1600000US0239410,"King Cove city, Alaska",1003
1600000US0239630,"King Salmon CDP, Alaska",361
1600000US0239740,"Kipnuk CDP, Alaska",659
1600000US0239960,"Kivalina city, Alaska",678
1600000US0240400,"Klawock city, Alaska",865
1600000US0240510,"Klukwan CDP, Alaska",62
1600000US0240645,"Knik-Fairview CDP, Alaska",17203
1600000US0240670,"Knik River CDP, Alaska",753
1600000US0240840,"Kobuk city, Alaska",152
1600000US0240950,"Kodiak city, Alaska",6168
1600000US0241210,"Kodiak Station CDP, Alaska",1364
1600000US0241280,"Kokhanok CDP, Alaska",149
1600000US0241500,"Koliganek CDP, Alaska",170
1600000US0241610,"Kongiganak CDP, Alaska",437
1600000US0241720,"Kotlik city, Alaska",726
1600000US0241830,"Kotzebue city, Alaska",3276
1600000US0241940,"Koyuk city, Alaska",248
1600000US0242050,"Koyukuk city, Alaska",54
1600000US0242160,"Kupreanof city, Alaska",12
1600000US0242380,"Kwethluk city, Alaska",705
1600000US0242490,"Kwigillingok CDP, Alaska",349
1600000US0242805,"Lake Louise CDP, Alaska",8
1600000US0242820,"Lake Minchumina CDP, Alaska",20
1600000US0242832,"Lakes CDP, Alaska",9424
1600000US0243040,"Larsen Bay city, Alaska",42
1600000US0243260,"Lazy Mountain CDP, Alaska",1732
1600000US0243810,"Levelock CDP, Alaska",95
1600000US0244030,"Lime Village CDP, Alaska",6
1600000US0244580,"Livengood CDP, Alaska",0
1600000US0245020,"Loring CDP, Alaska",0
1600000US0245295,"Lowell Point CDP, Alaska",205
1600000US0245460,"Lower Kalskag city, Alaska",327
1600000US0245700,"Lutak CDP, Alaska",147
1600000US0245790,"McCarthy CDP, Alaska",0
1600000US0246010,"McGrath city, Alaska",319
1600000US0246780,"Manley Hot Springs CDP, Alaska",77
1600000US0246890,"Manokotak city, Alaska",789
1600000US0247000,"Marshall city, Alaska",337
1600000US0247735,"Meadow Lakes CDP, Alaska",7665
1600000US0247990,"Mekoryuk city, Alaska",217
1600000US0248200,"Mendeltna CDP, Alaska",0
1600000US0248540,"Mentasta Lake CDP, Alaska",198
1600000US0248590,"Mertarvik CDP, Alaska",0
1600000US0248870,"Metlakatla CDP, Alaska",1639
1600000US0249530,"Minto CDP, Alaska",223
1600000US0250080,"Moose Creek CDP, Alaska",652
1600000US0250190,"Moose Pass CDP, Alaska",282
1600000US0250800,"Mosquito Lake CDP, Alaska",239
1600000US0251180,"Mountain Village city, Alaska",820
1600000US0251455,"Mud Bay CDP, Alaska",121
1600000US0251960,"Nabesna CDP, Alaska",0
1600000US0252060,"Naknek CDP, Alaska",509
1600000US0252210,"Nanwalek CDP, Alaska",231
1600000US0252390,"Napakiak city, Alaska",371
1600000US0252720,"Napaskiak city, Alaska",377
1600000US0252845,"Naukati Bay CDP, Alaska",62
1600000US0252915,"Nelchina CDP, Alaska",125
1600000US0252940,"Nelson Lagoon CDP, Alaska",54
1600000US0253050,"Nenana city, Alaska",368
1600000US0253270,"Newhalen city, Alaska",114
1600000US0253710,"New Stuyahok city, Alaska",566
1600000US0253820,"Newtok CDP, Alaska",372
1600000US0253930,"Nightmute city, Alaska",212
1600000US0254050,"Nikiski CDP, Alaska",4728
1600000US0254085,"Nikolaevsk CDP, Alaska",279
1600000US0254150,"Nikolai city, Alaska",123
1600000US0254260,"Nikolski CDP, Alaska",25
1600000US0254480,"Ninilchik CDP, Alaska",741
1600000US0254700,"Noatak CDP, Alaska",424
1600000US0254920,"Nome city, Alaska",3793
1600000US0255030,"Nondalton city, Alaska",110
1600000US0255140,"Noorvik city, Alaska",579
1600000US0255910,"North Pole city, Alaska",2319
1600000US0256220,"Northway CDP, Alaska",135
1600000US0256250,"Northway Junction CDP, Alaska",38
1600000US0256260,"Northway Village CDP, Alaska",70
1600000US0256320,"Nuiqsut city, Alaska",395
1600000US0256350,"Nulato city, Alaska",276
1600000US0256600,"Nunam Iqua city, Alaska",134
1600000US0256680,"Nunapitchuk city, Alaska",726
1600000US0257340,"Old Harbor city, Alaska",290
1600000US0258330,"Oscarville CDP, Alaska",36
1600000US0258550,"Ouzinkie city, Alaska",171
1600000US0258660,"Palmer city, Alaska",6773
1600000US0259320,"Paxson CDP, Alaska",10
1600000US0259540,"Pedro Bay CDP, Alaska",18
1600000US0259650,"Pelican city, Alaska",73
1600000US0260200,"Perryville CDP, Alaska",98
1600000US0260310,"Petersburg CDP, Alaska",3087
1600000US0260460,"Petersville CDP, Alaska",0
1600000US0260640,"Pilot Point city, Alaska",58
1600000US0260750,"Pilot Station city, Alaska",636
1600000US0260860,"Pitkas Point CDP, Alaska",125
1600000US0261080,"Platinum city, Alaska",15
1600000US0261120,"Pleasant Valley CDP, Alaska",360
1600000US0261190,"Point Baker CDP, Alaska",22
1600000US0261630,"Point Hope city, Alaska",629
1600000US0261700,"Point Lay CDP, Alaska",273
1600000US0261788,"Point MacKenzie CDP, Alaska",727
1600000US0261825,"Point Possession CDP, Alaska",0
1600000US0262125,"Pope-Vannoy Landing CDP, Alaska",0
1600000US0262285,"Portage Creek CDP, Alaska",0
1600000US0262510,"Port Alexander city, Alaska",60
1600000US0262620,"Port Alsworth CDP, Alaska",157
1600000US0263170,"Port Clarence CDP, Alaska",43
1600000US0263280,"Port Graham CDP, Alaska",189
1600000US0263390,"Port Heiden city, Alaska",60
1600000US0263610,"Port Lions city, Alaska",214
1600000US0263870,"Port Protection CDP, Alaska",37
1600000US0264240,"Primrose CDP, Alaska",160
1600000US0264380,"Prudhoe Bay CDP, Alaska",2094
1600000US0264600,"Quinhagak city, Alaska",763
1600000US0264820,"Rampart CDP, Alaska",36
1600000US0264930,"Red Devil CDP, Alaska",21
1600000US0264980,"Red Dog Mine CDP, Alaska",79
1600000US0265345,"Ridgeway CDP, Alaska",2195
1600000US0265590,"Ruby city, Alaska",188
1600000US0265700,"Russian Mission city, Alaska",348
1600000US0265800,"St. George city, Alaska",85
1600000US0266140,"St. Mary's city, Alaska",538
1600000US0266360,"St. Michael city, Alaska",441
1600000US0266470,"St. Paul city, Alaska",480
1600000US0266510,"Salamatof CDP, Alaska",1055
1600000US0266550,"Salcha CDP, Alaska",1080
1600000US0267020,"Sand Point city, Alaska",1332
1600000US0267460,"Savoonga city, Alaska",932
1600000US0267570,"Saxman city, Alaska",377
1600000US0267680,"Scammon Bay city, Alaska",537
1600000US0268230,"Selawik city, Alaska",813
1600000US0268340,"Seldovia city, Alaska",238
1600000US0268370,"Seldovia Village CDP, Alaska",180
1600000US0268560,"Seward city, Alaska",2748
1600000US0268670,"Shageluk city, Alaska",63
1600000US0268890,"Shaktoolik city, Alaska",282
1600000US0269770,"Shishmaref city, Alaska",522
1600000US0270100,"Shungnak city, Alaska",280
1600000US0270320,"Silver Springs CDP, Alaska",155
1600000US0270540,"Sitka city and borough, Alaska",8810
1600000US0270760,"Skagway CDP, Alaska",996
1600000US0270870,"Skwentna CDP, Alaska",57
1600000US0270930,"Slana CDP, Alaska",0
1600000US0271090,"Sleetmute CDP, Alaska",85
1600000US0271640,"Soldotna city, Alaska",4516
1600000US0272190,"South Naknek CDP, Alaska",47
1600000US0272230,"South Van Horn CDP, Alaska",496
1600000US0272960,"Stebbins city, Alaska",500
1600000US0272985,"Steele Creek CDP, Alaska",7571
1600000US0273070,"Sterling CDP, Alaska",5387
1600000US0273290,"Stevens Village CDP, Alaska",10
1600000US0273400,"Stony River CDP, Alaska",36
1600000US0273950,"Sunrise CDP, Alaska",39
1600000US0274340,"Susitna CDP, Alaska",0
1600000US0274350,"Susitna North CDP, Alaska",908
1600000US0274525,"Sutton-Alpine CDP, Alaska",1647
1600000US0274610,"Takotna CDP, Alaska",40
1600000US0274830,"Talkeetna CDP, Alaska",946
1600000US0275050,"Tanacross CDP, Alaska",133
1600000US0275077,"Tanaina CDP, Alaska",10512
1600000US0275160,"Tanana city, Alaska",243
1600000US0275380,"Tatitlek CDP, Alaska",121
1600000US0275480,"Tazlina CDP, Alaska",300
1600000US0275930,"Teller city, Alaska",184
1600000US0276260,"Tenakee Springs city, Alaska",147
1600000US0276590,"Tetlin CDP, Alaska",173
1600000US0277140,"Thorne Bay city, Alaska",571
1600000US0277690,"Togiak city, Alaska",749
1600000US0277800,"Tok CDP, Alaska",1197
1600000US0278240,"Toksook Bay city, Alaska",527
1600000US0278297,"Tolsona CDP, Alaska",0
1600000US0278350,"Tonsina CDP, Alaska",10
1600000US0278680,"Trapper Creek CDP, Alaska",389
1600000US0278790,"Tuluksak CDP, Alaska",434
1600000US0279120,"Tuntutuliak CDP, Alaska",477
1600000US0279230,"Tununak CDP, Alaska",301
1600000US0279780,"Twin Hills CDP, Alaska",83
1600000US0279830,"Two Rivers CDP, Alaska",461
1600000US0279890,"Tyonek CDP, Alaska",326
1600000US0280100,"Ugashik CDP, Alaska",11
1600000US0280660,"Unalakleet city, Alaska",685
1600000US0280770,"Unalaska city, Alaska",4809
1600000US0281320,"Upper Kalskag city, Alaska",255
1600000US0282200,"Valdez city, Alaska",3921
1600000US0282420,"Venetie CDP, Alaska",164
1600000US0282750,"Wainwright city, Alaska",513
1600000US0282860,"Wales city, Alaska",159
1600000US0283080,"Wasilla city, Alaska",9296
1600000US0284000,"Whale Pass CDP, Alaska",13
1600000US0284070,"White Mountain city, Alaska",173
1600000US0284120,"Whitestone CDP, Alaska",113
1600000US0284200,"Whitestone Logging Camp CDP, Alaska",0
1600000US0284510,"Whittier city, Alaska",446
1600000US0285280,"Willow CDP, Alaska",2121
1600000US0285290,"Willow Creek CDP, Alaska",0
1600000US0285610,"Wiseman CDP, Alaska",9
1600000US0285680,"Womens Bay CDP, Alaska",869
1600000US0286380,"Wrangell city and borough, Alaska",2475
1600000US0286490,"Yakutat CDP, Alaska",653
1600000US0400730,"Aguila CDP, Arizona",1240
1600000US0400870,"Ajo CDP, Arizona",3525
1600000US0400940,"Ak Chin CDP, Arizona",33
1600000US0401090,"Ak-Chin Village CDP, Arizona",1101
1600000US0401170,"Alamo Lake CDP, Arizona",3
1600000US0401560,"Ali Chuk CDP, Arizona",120
1600000US0401570,"Ali Chukson CDP, Arizona",107
1600000US0401620,"Ali Molina CDP, Arizona",63
1600000US0401920,"Alpine CDP, Arizona",86
